comment,star
非常喜欢这类题材的影片~,4
对于了解古龙很有帮助，毕竟没那么多时间通读他的原著。,5
三部里面这部最具惊险 ,4
一个应用易容术的故事,3
了解了古龙不平凡的一生，只有读懂了古龙的人生，才能更好的感受他的武侠情怀！,5
古龙写到这一步已经厌烦了吧？,2
戛然而止,3
结局太仓促了。云铮我是喜欢的。,4
看哭了。。,5
原来世界上真的有“亲死他”这一招,3
红颜中的红颜，薄命中的薄命。得之我幸，失之我命。,5
快手小呆,5
没有结局的故事...,3
中年美妇人拈花枝刺向楚香帅眉心的那份优雅……,3
心疼连城璧。盖世武功惊鸿一击，却只有这么点戏份，怪谁去，怪古龙懒。,3
是古龙的早起作品吗？风格还不明显，但是情节完整,3
起点小说教科书,2
古龙早期作品中为数不多可以一读的。依然是复仇，但写作技巧和故事情节有了很大的进步。,4
喜欢古龙的武侠，很人性。,4
美丽的名字，奇诡的情节。嗯，有点太奇了。,4
3.5 喜歡幽默的人 所以喜歡讀古龍多過金庸 大概是這樣吧,3
有些俗气。,3
小李飞刀成绝响，世间不见楚留香。,3
我要买一本给我妈看。。。,5
孩子四种错误目的的行为：寻求过度关注，寻求权力，报复，自暴自弃。家长：和善而坚定。,4
呵呵，我还看过冒牌古龙。[1994夏],1
代笔，取其糟粕，去其精华，写得真是丢架,1
教育还需要资金支持才是，不然说什么都是白搭。,4
"初入职场，靠谱比聪明更重要！
30个职场基本功，让你在工作中脱颖而出！",5
不是真作。圆月弯刀。,2
这部书开始，古龙换了一种风格。。,5
离别是为了相聚,3
这故事真的是古龙写的？真的是读来艰难，读完解脱。,2
乱七八糟啊……,2
故弄玄虚，跳来跳去，还写那么长，骗了不少酒钱,3
这个故事啊。,3
不让别人知道这次收藏,3
这部接近三一律话剧了,4
看看,3
想和小伙伴们一起看电影喜欢动作片,4
我最喜欢摩根，老戏骨，作品都不错@电影网观影团 @橙天嘉禾影城,5
这让我想起鲁迅给许广平一篇论文打分的故事…………,2
这结局也是，雷的我,3
胡铁花、姬冰雁出场,4
这本好赞！！！！,5
“楚留香系列”到了中后期，疏朗不足，缠绵有余，气象远不如前期作品。,3
真是难看。,1
铁中棠！,3
无论飞到出手与否，都是无奈。,3
古龙早期是真不爱把感情写完啊，不像金庸，还能交代一笔归隐什么的。,3
水母阴姬好猛,5
莫名其妙的又看了一遍,3
我很怀疑这是不是古龙写的..,2
这篇我就不懂了，是要读者自己续写么？,4
又一次烂尾,3
不好看 ,3
这本的风格很像金庸啊。,2
终于有一本还算可读的古龙小说了，虽然写作问题依旧很多，但算是目前读到的最好一部古龙了。,4
剑毒：主人公辛捷的两大绝技，剑法和毒药。,3
初中旧书，懵懂而不知的年纪，快意恩仇，不知人间疾苦，读这类书，再适合不过。,4
还不错,4
一星给所谓的武艺哲学化，其他的......,1
大量的古龙与别人的对比。。,3
无趣--,3
每个妈妈、将来会做妈妈的人、教育从业者都应该看此书，越早看越好，因为那样有机会多看几遍。,5
圣经啊圣经，妈妈爸爸们都看看啊！！,5
我是个怀旧的人，想收藏这本书。尽管不是特别好看,5
真托马的烂啊……必须是代笔的。,2
如果十年前可以看到这本书，人生应该会有很大的不同。,5
非常值得一读的育儿书。,4
22岁菜鸟咨询师的常识，40岁职场老将未必都能做到。,3
屎书，屎的连石康都不如,1
成熟的文字与跌宕,5
"因為對你的愛,  所以才要和我的手離別.......",5
很明显的模仿痕迹。,3
长街长街，可惜那月儿不是长街的月儿,4
原来是古龙弟子的同人大作。,3
古龙早期著作，还能看一下~~~,4
这本书比较不喜欢。,2
欧阳情菇凉你终于粗来了~,5
摩根弗里曼，必须要看，要中啊,4
高中生的时候看sm真的可以么= = 二boss死的也太容易了吧……,3
石观音那段稍有印象，其他没啥印象了,3
狗尾续貂,3
时隔五年读最后这本，冰比冰水冰。@将近八小时环泸沽湖结束,3
古龙一贯不考证人物时间序列的……,3
古龙居然有这样的作品，哈哈哈，欣慰许多～,1
夜帝父子简直了。。。太潇洒，可惜会载在一个女人身上,4
文风没变，却没高潮。够三万字吗？是古龙的吗？,3
一个虎头蛇尾的故事，一对没有个性的主角，一对超有个性的配角,2
比3星低一点。,3
真心看不懂啊,1
现在看，书名真猎奇,2
挖坑的不可原谅,1
这特么是写到有钱买酒就停笔吧，哈哈哈哈,3
一本比一本难看……,2
这部真心不行啊,2
创意不够，特点不足。报仇的都是傻蛋。,2
坑爹的是到最后才发现还有个续集。男配角比男主角可爱多了。,3
GOOD,5
秋夜晚风，最易伤人。,3
面对最弱小的生命时，能否能给予尊重与理解，真正体现了一个人的善良。,5
真的不是个邪///教吗……,1
我执，因为你值。,5
值得阅读并且要勤加练习的好书，我只是照办书上的几句话，就感觉很管用了。,5
育儿即育己，今年读过的最佳育儿书，强烈推荐。,5
职场经典,4
5小时之内我就读完这本200多页的书，文笔很不错，职场的一些建议值得借鉴,4
圆月弯刀乱入中,3
古龙的小说里面，这部应该属于我较不喜欢的一部,4
烂尾  我靠,1
非常喜欢的一本~和欢乐英雄一个套路，可爱，励志，让人心胸温暖,4
离别钩的后续  喜欢,5
狗屎的结尾毁了一部神作,5
哥哥送给我的,5
重温，还是那么精彩。,5
古大侠挺会布局与破局的。,4
期待摩根·弗里曼的精彩诠释 @电影网观影团 @橙天嘉禾影城,4
古龙喜欢描写SM啊,4
最后的大boss打倒……有点不给力，前面还有恁长前传……,4
这个挺够呛的，整个系列我喜欢决战前后。,3
七位一体的boss在和老婆同房的时候还是会献出真身，然后就死了,3
前期也没啥好看的,2
看完后有一句妈卖批不知当讲不当讲,3
很无聊的短篇,2
神神叨叨的地方太多了。。。,2
边看边叹气。基本就是在说，大部分情况下，孩子的问题归根结底还是家长的问题。,4
竞争式的快乐、条件式的快乐、无条件的快乐。你选择哪一种？ —— 阴阳之外，道义永存。,5
一本傻逼神棍书，还不如心灵鸡汤。我宁愿通读几本成功学名著，外加全文背诵于丹论语心得。,1
抽烟和以不抽烟为荣的人是一样的。我不纯粹，我怕受伤。,5
我想做守候爱情的那一个，我希望你也是。,5
死也不再買暢銷書了！,1
洋神棍写的大忽悠书，鉴定完毕。,3
感觉案例并不多 读起来 怪怪的  这些方法应该用在亲密关系相处时也是有效的,3
看完有种育儿被理想化的感觉，理想父母养育天使宝宝……都是大白话，知易行难,3
务实的日本人啊，写本小书不废话，纯干货,4
古龙从此出。,4
我饮剑自决！为什么？（早期作品，水平有限，但是还可以啊。）,3
古龙的短篇中最喜欢的一篇，一直觉得柳长街这个名字特别好听。,5
差，不知所云。,2
芮伟,3
当年高考那几天读的唯一的书。,4
无花才是真主角，邪恶得一尘不染。,4
不过好像最喜欢的还是温润如玉瞎子君花满楼╮(￣▽￣)╭ ",4
还不错啊,5
一直都很精彩，但是，到了最后一章，突然烂尾了，真可惜！,4
黄金配角摩根弗里曼，真可是勤快的老戏骨，片子拍摄的很多，精品颇多，期待他的新片,5
居然还出现了伊贺忍者……,3
看着看着就结束了~,3
下成之作，开局还行，中段开始烂尾。后面如同流水账一般，人物也杂乱。,3
多重boss与反复黑化，水母阴姬的刻画远远不如石观音,3
前面写的真是好啊 绝对阑尾啊,4
老荒唐的设定 看到最后五页的时候彻底无语了,3
古龙短篇没法看,3
烂尾,2
颠三倒四，乱七八糟，不知所云，胡编乱造之作。,2
客观讲算不上五星，但我是作者之一嘛，所以，你们懂的。,5
超级给力的一本书啊~超详细,4
看标题和封面，真的好知音，好葫芦屯啊，但其实是非常严肃精准的书啊···,5
1.注重阅读的培养，2.给孩子充分的自由,3
好书。但不建议初学者阅读，初学者很可能因为读不懂里面的内容而对灵修产生误解。,5
好奇心害了我。这是我读过的最没有内容的书。没有之一。,1
生活如同看电影，别当真。,5
不知道是不是年纪大了...看这些故事总有种装13的赶脚,3
忽然之间就全部读懂了。,5
真希望所有的父母都能好好读下这本书。,5
雪夜闭门，夜不能寐，通宵彻读，乐以忘忧。,4
人文旅游+留学指南+理念探讨。有干货。,4
很有用，尤其是排版，大大提升阅读效率。减一星是主要针对咨询行业，有些内容窄了点。,4
喜欢这本书.,5
看得我云里雾里,3
离别勾不为离别，却为相聚。,4
如此标准的烂尾。。。,3
千回百转,4
不用太多描述招式.只是叙事即可,5
下载。,2
"看的第一部古龙的书~
很多情节至今还记得~",4
推理要弱于陆小凤，但是楚留香太完美,5
这么冷的天躲在被窝里看小说真不错，陆小凤其实是武功高强的柯南，而且轻功了得女又多。,4
构思可以 但就是有一种落了俗套的感觉 被猜出来就不好玩儿 ...,3
这部和白宫坠落有什么不同？期待~,5
好看。,4
吻,4
= = 我是说为毛感觉那么难看...还我曲平来！,2
妈蛋。一见楚留香，全身脱光光。,3
未写完算怎么回事儿呢,3
简单干净，短,4
古巨巨这包袱抖的 第一本还期待满满的黑珍珠打着酱油就闪人了   ,3
太一般了,2
"这结局，太给力了吧也。
嗯，黑色，黑色后面不总是隐藏着许多秘密？",3
感觉像没什么想法 随性写的 一个人黑还是白全凭作者心情,3
女人看到香帅就宽衣解带 看多了 有些被雷的感觉……,3
三千世界の鴉を杀し ぬしと朝寝がしてみたい ,4
看完之后，有很多释怀。为什么会分手，因为一开始都不曾相信会一直走下去。,4
看了电子书，不过这种东西再好，也是要自己动手做才行,4
Perfectly  handy and useful.,4
当你对某件东西疯狂信仰和热爱的时候，这股魔力一定会帮助你！  大多数人失败在热爱的不够,4
讲演集是比不得论证集的,4
你过来，我有个恋爱想和你谈下,5
怜惜时间的话，别看,2
过去心不可得，现在心不可得，未来心不可得。当下觉察，当下了悟。佛法的另一种表达。,3
结构不是太清晰，翻译也不大舒服，感觉读起来费劲。,3
也是大部分丁情代笔，有点印象，不深了，好像挺莫名其妙的。。,2
找到好方法，轻松做爸妈,5
其实是晚报的连载，那会儿看的,3
"风起时,想你",5
好多年不读古龙了。,4
又见烂尾。,2
学校图书馆看得。说实话，很傻逼。,3
下载。,3
Bad ending 啊,4
下载。,3
喜欢看电影会认真写影评,5
喜欢看电影，喜欢写影评。经常参加过电影网观影团活动，每次都很期待！,5
古龙大神绝壁是我的真爱,5
 虎头蛇尾,3
读不下去的一本书。。,2
好像和这里的简介不一样啊，说的是谢金印的事,3
总感觉是，未完待续。更像一篇小品。,3
听的有声书。。这书前后不连贯。。真相不大白。。很是坑爹,1
怎么竟是彩环曲的封面？不过比起彩环曲……我觉得给护花铃两星。,2
飞机上开始看的，总觉得有哪儿别扭，后来才知道这本很可能不是古龙写的……,3
习作的水平。,2
看来全中国没有几个人是正常的。或多或少大家都有这样那样的缺陷。知道问题容易改起来还是难呐！,4
如何处理亲密关系,4
我读过第一版， 那时候还叫《动物性趣》。笑死！,5
非常棒，介绍详尽，印刷纸质都很好。想要深入了解刺绣必读！,4
家长才是孩子的起跑线啊,4
推荐每一个人读，确实比很多心灵成长的书籍更可靠！,5
说起来最神奇的佐证是这本书是免费被我吸引来的:],5
如果你相信，如果你願意，很多事情正在發生。,5
最搞笑的一段话是：那本书在美术馆后面的三联书店有卖的。当当网上已经卖光了。,3
这书对我来说还是早了点,3
阿德勒和德雷克斯很重要 ~,3
看起来比较奇怪的一本,4
卧槽写得太好了，知道了世界上最好学校的牛逼，就知道了自己的傻逼。,5
寻求平衡，就如书里讲的，父母没跟上，才会觉得孩子“叛逆”，明智的父母应和孩子一起进步。,5
算计来算计去，哎,3
這本出奇的好，那個柳長街估計是溫大俠筆下柳五的原型了。,4
大部分是丁情代笔的，有点印象,3
别人写的话 2星 古龙 1星 ,1
不知不觉间，读了两遍。,4
拆花,5
古龍惡想像力真心惡凹~~,4
喜欢摩根弗里曼的表演风格，必中,5
三颗星给西门吹雪。。。,3
线索好多,4
老虎的续集不如老虎。,3
初中看的,3
太单薄啦,3
梅吟雪。,3
初现端倪,2
这本书的价值大概在于：自身还有问题的时候千万别走进婚姻。,3
1时常营造爱的感觉，勇于表达。2不逃避，理性解决问题。3性爱沟通,4
最可怕的是当你以为被控制的同时你也在控制对方,4
介绍很详细，种类也很多。,5
难得国人写的教育的好书，虽谈不上很深刻和“惊艳”，但还是给个5星吧。这样的畅销书，畅销无妨,5
这本书太棒的了。是胡因因译著中，选题选材最好的作品之一。,5
从背负父亲上百万债务放弃南京大学的负二代一路努力狂飙到正牌儿高富帅给我的推荐读物。,4
好书不解释,5
如果你上初中，可以看一看。上高中以后的，还是别浪费时间了。,1
这样的书，理性的认知是一回事，要内化到行为。。。。。。。。还是看契机,4
这本没有他的《新世界》好。有些启发，但是感觉有些啰嗦,3
例子都在说父母和孩子，其实完全是讲沟通。能好好说话真的是一项高级技能，随时自省。,4
实用,4
阿姨谢谢您。,4
小时候是把这玩意儿当黄书来看的。小时候真可怜。,2
#补标#没酒钱了 攒的一本么,1
古龙前期的作品，和其他武侠小说差距不大，不过武打招式还是一贯风格，飘逸，有仙气~~~,4
看的第一部古龙小说。,4
经典武侠小说，情节设计很赞，很好看。,4
花小七。。。,5
期待这个大片，希望可以被抽中去观影。,5
看预告片挺精彩的~我要报名！！！,5
好稀饭陆小凤啊  古龙的小说总能让人震撼,5
大沙漠中石观音，简直一传世经典的精神分析案例,5
原来是代笔····我说呢···,2
小李飞刀的后人与李寻欢差距太大了 难道是孙小红家教不好？,3
还没反应过来怎么回事 完了 这种写法真是坑爹 还不知道为啥缺玉呢,1
在我生命中非常艰难的一段日子里，这本书帮助我放开自己，放开他人，让我没有在悲伤里沉沦下去,4
高效人士就1个习惯，克制！,3
应该算是比较惊喜了,4
念一些段落给BF听，真是个有意思的事儿，哈哈~,5
被欣赏、被重视是人类本性中最基本的渴望。,4
50页搞定足矣。,3
2017-1-15 对别人的负面感觉恰恰反映了对自己的负面感觉。,4
上师加持，积聚资粮，证悟自性，借由休止，建立信心,5
小鸡文学。过去了。咱们翻个版，搞个小鸭文学。,1
全是老生常谈的没劲东西。,2
非常赞的一本书，早前读的是英文版，最近又重读。,5
这本书的特色之一是配有漫画，读的时候可以先浏览它们。书中讲的方法很实在，可以立即用起来,4
三星半吧，比较烦把人分成几个类型，依据不同类型给出解决方案的书，总觉得闻到了伪科学的气味,3
很不错，不过带孩子很累，保持这么好的脾气是不是有点理想化的嫌疑？,4
还不错,5
还算是可以看，但没发现特别的亮点啊~,4
根本就不是古龙写的,2
我当年怎么标注了一个很少人看过的版本。。。,2
代笔,1
风铃·马蹄·刀,3
电影拍的不错，比小说要严谨一些。。,5
老了，果然没有年轻时看古龙的感觉了。,2
“灾难片之王” 罗兰·艾默里奇的又一新作，当初看了2012非常震撼，好期待！,4
期待这个大片，希望可以被抽中去观影。,4
看到无花原来没死的时候好伤心,3
狗尾续貂,2
对爱的重新认识。关于拖累症的阐述，行文简单通俗又很实用。,4
Born to sex,4
前半部分不错，后半部分就开始讲一些成功学常说的东西了。凑字数么,3
如果能删掉至少一半篇幅，可以再多给一星,3
读这本书是一个痛苦的经验：原来我自以为的爱，只是对关系的控制，所以我才会那么痛苦和愤怒,5
岁月长，衣衫薄；爱情短，叹息长。,5
受益匪浅,5
见地、禅修、行为，都是通向佛陀的道路，可是抱有成佛之心却终成不了佛。,4
被书名吸引，以为是篇有意思的小说，结果......这种书至多看完前三个故事就能弃了,2
满篇胡说八道~~台湾人写的所谓心理灵修真的很可怕。生人勿近~~,2
过去心不可得，现在心不可得，未来心不可得。,4
老大推荐，及其好的育儿书。,5
这本书好啊！可是实际生活的运用还是难那,5
2016年1月1日与2日两天读完，对于了解美国的大学这应该是必读书了,5
140730,3
这书锻炼了俺的阅读速度，很吸引人,5
果然不是古龙写的~~~~~,3
前面还行吧，后面越来越古怪了,4
2015.5.11再阅。前80回很精彩！后面男主角却越来越假仁假义、人模狗样、自私自利。,3
男主角刚刚开始好丑，最后原来是个美男。,3
前戏太长…,5
灾难片的预见性，前瞻性是我一直喜欢的类型，美国电影一直把这种政府应对措施做的很好，很期待。,5
这才是复旦老师应有的学术和社会担当,5
“我从不知道，幸福和平静可以同时获得。直到我痊愈以后，我才发现自己病得好重。”,5
楚留香你每每和胡铁花bromance的时候，还记得那个被忘在塔克拉玛干的姬冰雁吗？ ,5
“女人可以打男人耳光，男人为什么不能打女人耳光？”,4
感觉没第二本好？翻译原因？,3
生物是生物，人是人，看看就好，别把繁衍当作性唯一目的,3
刚读了几页就停不下来了，非常贴近实战。,5
创意不错。负能量丰富。明天带去单位给未婚女同事们散播一下^_^,3
从作者的博客辗转到实体书，小儿难养，如履薄冰。。。,4
胡因梦翻译！必为上品哉！但后面开始图解的部分太深奥了，看不懂了！,4
9.8简直逆天了好么！！！虽然看完整个人都思春了！！,5
隔了将近5年再读，更具启发。能给超五星吗？,5
还是NF的人会更喜欢看这类型的书 ,3
教科书,4
虽然上不了美国大学，但是真的很羡慕这群人。我很后悔没读研。,4
新人可借鉴之处很多，老人可以用来印证职场成长感悟。,4
写的有意思还感觉有收获，不错不错,4
藏花藏花！~~,4
文笔好差剧情好烂,3
古龙的小说好象不是武侠而是言情,3
好看，所以值得等待，支持,5
感觉很好看，很期待能看到！！！！,4
能把类学术书写到可以在通勤地铁里看得起劲的也是一种能力,4
推荐这本书给有家庭问题的人读。。。,4
咦，我家是这个版本的,4
我觉得我已经过了看古龙的年纪了，20页就能讲完的内容硬是靠废话和十个字一分段撑了600页,2
金庸的武侠读出的是传统道德观 古龙的武侠才是人生,4
“如果一个人多晒晒太阳，就不会做卑鄙无耻的事。”,5
挖出来重读，前面铺陈的都特别帅，但收尾实在是难以接受,3
全文遍布【繁殖 性交 繁殖 性交 繁殖 交配 性交 交配 性交 好无力_(:3」∠)_,3
很多见解能让你学到东西。,4
爱他，就让他做自己。,5
罗伊·马丁纳是另类医学专家，是真正懂得身心平衡的实修者,4
"希望此书能影响我一生并指导我实践
我很相信，我活在高频率的能量中",5
终于在高铁上读完了这书……第一次听说佛教存在的意义是为了乐趣的说法，很有趣~,5
认真觉得大宽很可爱肿么办。。。逗比朋友才是我的点~~~~,4
不喜欢张德芬这骚娘们,2
滚~,1
留下您对这本书的简短评论吧,4
不错，挺有借鉴意义的。,4
有独特的角度和新颖的提法，但本质还是经典和老套的，而且与其他类似的国外书籍一样啰嗦。,3
吴军简直是质量的保证，这本书对小德和我都有很大帮助,5
很真实，不装逼,4
有个性的捕快,5
女人还是那么漂亮    男人还是那么聪明    所有人还是那么快乐,3
看预告片挺精彩的~我要报名！！！,5
一直很喜欢这种类型的影片，大片有震撼，科幻有幻想，想去看！,4
北京上海的“城市病”不是因为城市太大，而是因为还不够大，这样的道理需要不断重复。,3
内容还是比较空洞,4
我真应该去写作业了。,5
为什么一定要有朱七七这种存在，蠢且得瑟到令人发指的程度...,4
凡人杨大头,4
我来！！！,5
我不喜欢楚留香。我比较喜欢陆小凤。,4
重读[白玉老虎]就是为了看唐玉用半斤猪油十个鸡蛋炒出来的那锅蛋炒饭。,3
最后一章太灵性了,4
"

2017年重读，收获不少。",5
靠谱。基本都对的上。。。,4
书中的每一段描述我都可以理解，但是看完了觉得对我没有任何实质性的帮助。,5
前面有几个故事还挺接地气，但是后面出现了一堆十来岁就跟人同居的小孩，简直就是瞎胡闹了。,3
阅读，不管是管，多费“心”少费“力”,4
受益良多,5
2013.1.26,5
确实被感动了,5
能给人以启发的就是好书,4
看这个并不能让人获得他想要的东西，因为盲从、惰性和好高骛远往往是更强大的统治者。,4
可以让家长学会如何更好的和孩子沟通，不光要有爱，还需要一些爱的技巧。,5
封面的的字真是标题党！,3
力荐！！！,5
不错,5
已经体会到的才能真正理解,5
拿来当外企生存规则教科书吧。很有用。,5
虎头蛇尾，肯定是中间到最后别人代笔了吧。,3
特喜欢这个活动，永远支持，求影票,5
喜欢摩根·弗里曼这个老头~~,5
我曾经热爱叔本华如生命，却发现不能用这种方式去生活，生而为人啊请原谅。,5
最后一部弱爆了，比所有的都弱，你玩我呢？？？,3
一口气看完这一系列之后我也是该读点正儿八经的书了...,4
不标注读过几本波普尔的书，还怎么上豆瓣装逼！！,5
必读,5
五星古龙！其实古龙小说也是推理小说。。。,5
好看 每天写不出东西的时候就会看两眼别人的家,5
前四条不只适用于感情方面,5
不要企图去控制别人，不要被别人所控制。当你不懂得尊重别人的自由的时候，你也不会得到自由。,5
不预设，不踹度，做最好的自己，在每一个真实的当下，爱想爱的人,4
一本非常好的理论加实践书籍，帮助我们释放掉积累已久的伤痛，治愈创伤的灵魂，正在练习中。,5
感谢,4
我想和你neng一下~~,5
一个词换了花的说给你大脑听的纸张,1
爱孩子就是爱自己，帮助我们如何更好地理解自己与他人的情绪，也更好地与孩子沟通。,5
说法和具体操作后面都有详细章节说明。,4
三杯两盏淡酒，一般偏下。这跟《花季雨季》一样，迎合市场，开了头的好处,2
果然是西方的佛经，另外叔本华真没啥好悲观的，人家只不过让你更好的认识生活。,5
我赌令狐冲打不过西门吹雪 ,4
飞刀技能也可以遗传啊亲……,3
三星半,3
有点失望，其实是一共4本，第一本质量就一般，越往后质量就越要滑坡...,3
实践实践！！,4
原来我以为的深爱被作者认为是一种沉溺症与拖累症....原来沉溺一种亲密关系也是错，也是病。,5
不管如何死里逃生，都因为他是沈浪。古龙亲儿子不是李寻欢，不是楚留香，而是沈浪。,3
一直很喜欢古龙的小说，可是拍出来的怎么就那么难看，郁闷,5
被公司逼着看的，我觉得说的都很好，能不能做到就看个人造化了。,3
江湖杨丽娟的追星故事，幸好女主比杨丽娟漂亮，男主比刘德华聪明,4
一般,3
好书，值得一读，有不少收获。,5
小黄书,4
很枯燥的一本书，看到一半就看不下去了……,2
那么多关于分手的故事，到最后，也不过你一句，你不再愿意和我在一起了。,4
中心馆二楼看 http://book.douban.com/review/3228272/,1
现在的出版商都好忽悠，寥寥数万字的书这么一装帧就卖32大洋,1
很认真的一本书,5
11/26/2014 这本书解答了很多疑问，写得太好了！,5
略坑爹。很多事情自己体化就好。,3
在成熟心智的同时，我们要善于发现被心智掩盖了的灵魂在当下的力量……,3
教育孩子，是理念，也有技巧。建议想当好爸爸、好妈妈的家长必读。,5
和善而又坚定。,4
2009.06.16,3
开场噱头挺足，到后来多情剑客无情剑里的所有兵器谱的旧人都山寨了小号重新练级,1
装逼话太多，虽然句句英雄无泪，但每个角色都在泪牛满面。,3
冤枉钱白花，一篇文章就解决的东西，注水成一本书,2
“别人的不幸，岂非也一样令自己痛苦？”薛冰确实是个好姑娘。,4
我错了，什么乱七八糟……,2
古龙无法在现代化都市里挥洒灵气,3
续补！,3
"最近让我震撼的怎么都是故事中的BL线啊……(,,> 艸 <,,)",4
波普尔，你丫自己就是开放社会的敌人...,2
我觉得我做不来 ,5
乱七八糟，连阅读快感都没给留点儿。,2
古龙前期作品很操蛋，很难看，中期和后期的很有爱~~哇咔咔~~,5
这本书，足以重生,5
情节铺垫的不错，到了后面就泄气了，反转的实在无力,3
真赞啊。。有想要的可以问我要电子书,4
小蝶和孟星魂，是一种救赎式的爱。,3
越写越离谱,4
坑爹悬疑，一堆悬念没解决，坑了。唐门终于出了个重要角色，可喜可贺。,2
读了之后有点明白想要找到自己想要的那个人，自己先成为。就如那句，不再寻找爱，只是去爱,5
有趣！,4
从此以后看到很多动物都会有奇怪的联想==被好基友称为“小黄书”拿去认真看起来了！！！,4
还有些耍赖！,4
书里的很多建议非常中肯。,5
不要问对方爱不爱你，只是去爱，让自己值得爱。,3
哪个傻逼给我推荐的这本书。。。。。。。。。,1
看这种书就会特别后悔没在北京谈场恋爱,4
很好！,5
对我来说我不够顿悟啊。此类书免疫……哎……撞我的南墙去……大师也救不了我……,4
送给阿姨了,5
连叔叔看了都有感慨,4
比起西门吹雪，还是更喜欢叶孤城。ps果然不是我一个人觉得书名应该改成《名侦探陆小凤》,3
我在精神上早已跟他结婚了,5
……古老笔下到底有多少身体完美无缺的女人……,3
最出彩的是白衣人。,4
没人觉得这个故事很像《教父》么？,4
可惜了薛冰這麼一個好姑娘。。。,5
古龙的唯一一部现代小说,3
桃花传奇恶心透了…看完小李飞刀，没想到看的第二部古龙就质量滑坡到如此地步,2
我被杰克对內斯的小心翼翼的爱感动到了。。。。,4
波普尔老师的思想史功底那是相——当的不行……待批判,2
开出高于预期的条件,3
小李飞刀成绝响，人间不见楚留香,5
大小姐嫁人记,1
23 故事还是挺机巧的，但一受不了古龙的文风，二不喜欢他人物的刻画,3
楚留香是我一辈子的梦,5
两星半,2
我和刘先森说这书里的内容，他整个大直男的开始分析,4
满足了我的偷窥欲,4
大开眼界。,4
太可怕了 看完再也不相信人类了,5
"关于灵修的书,没看懂",3
静心是最大的力量。,4
好似有点儿触类旁通,4
潸然泪下的爱情故事，可惜奇迹总是在别人身上,5
讲得很清晰,5
越是抗拒的，越会持续,5
百读不厌。。快倒戈成唯心主义了。。,5
好在心态,5
其实我觉得叶开塑造的比较单薄，远不及傅红雪,4
三界唯心：意志。 万法唯识：意志的客体即表象。 般若菩提：意志的清净剂。,4
引用端木的话，佩服这种通俗化的苦心。希望大家都读读。,5
前面都是仙气，后面都是市井气，整体感觉有点俗气,3
这本书中的故事特别感人，绝不低头的黑豹和他的女人,5
陆小凤比较图样 还是喜欢楚留香叶开那类的,3
我觉得这个故事可以位列豆瓣“父母皆祸害”小组十大典型案例之一。,4
半吊子说大话之人比比皆是，作者也如此。,2
增强气场、实用无比的宝典,5
爱是一个独立人选择一个独立人，而不是一个半人需求一个半人（0.5x0.5），打算买实体书。,5
能不能专门写一部叶开和路小佳的故事……不要傅红雪……,4
无论是被改编地乱七八糟的电视剧还是原著，朱七七都是我最讨厌的女主角，没有之一。,3
不知多少遍了,5
很失望。,2
田大小姐就像郝思嘉一样不招人待见,3
好名字，好性情,4
孟星魂其实挺悲催的，最不像主角的主角了，所幸的是，他的结局不错。,4
几个故事里面有好有烂。,3
下午茶系列，窥探他人的生活，会因为小小物件引起触动。恩，看完会有马上回家收拾生活的冲动。,4
翻译貌似有问题？,3
属灵的语言,5
：）,4
有一定的启示性，轮的部分还是不太懂。。。,4
我可能是心老了。,3
觉得可能会读多遍的书,4
活在当下,4
我恨PRESENTATION!!!!!!!!!!,3
挺一般的，盛名之下。。。,3
古龙。。。。就是古龙嘛。。。。,3
醉生梦死 卓东来,5
推荐！不管活在大城，还是生活在大城，这些问题需要我们换一个全局的视角去思考。,4
Classic~~,5
名侦探陆小凤  有武侠的浪漫  又有侦探小说的悬念  推荐。,4
居然弄了个开放的结局。,3
简洁，有力。虽是现代的背景，依然挡不住字里行间激荡出的古氏情怀。,5
陆小凤的老友都会随时黑化，陆小凤碰上的女人都爱随便脱衣服,2
中年伪娘贾乐山太戳我萌点这么就炮灰了真让人不爽,4
下载。,2
我们终此一生，就是要摆脱他人的期待，找到真正的自己。,5
作业，这是作业。,4
冯唐推荐的，看不出好来。,3
多少年前读的书了。一遍就已经记得。,5
教父的骨骼，古龙的精血。更爱韩棠和叶翔啊怎么办。,4
还不错。,3
还算有趣啦...当消遣书还是不错的...,3
相当实用的一本书。具体、生动，操作性强。需要经常复习、实践。,5
书名鸡汤，但是内容不错，朴素简单的道理，操作性应该也还可以吧。婚前读一读，挺好（害羞脸）。,5
前半部分信息量较为集中,3
解决未竟情绪，让生命流畅起来！~,5
"如果你真的想要得到什么, 或达到什么目标, 你就一定会得到",5
": 	
B94/3944-2",5
非常不错的一本书,5
男女主的感情描写简直败笔，总有点猥琐劲。,3
超级好看的少女心，以及宫二想要修正热血自己的过去而苛责郁的心情。粉红粉红啊。,5
我真希望西尾维新能改名叫西尾废话。,4
我的想象力不足以丰满珠玉在前的动画萌狼，所以还是看动画吧。,3
还是边城里的叶开更可爱 上官小仙好讨厌快去死,4
英雄无泪，英雄不死，其实本书中的几位是否真算英雄有待商榷。,3
叶孤城的描写有些单薄啊，总觉得一个心性那么高的人，意图谋反也太俗气了。。,4
茅塞顿开！良心之作！,5
前十章语言精练，奇峰迭起。司马紫烟代笔后 硬着头皮快进看完,3
中前期作品，骗稿费的桥段比较少,4
